,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021
Country/Territory,Code,Estimate ,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
Romania,ROM,0.03,0.3,5,55.98,30.43,65.76,0.21,0.29,5,60.33,39.67,70.65,-0.1,0.24,7,51.09,29.89,63.59,0.05,0.21,8,56.22,41.62,63.24,-0.05,0.17,9,54.05,44.32,61.62,0.18,0.18,10,60.2,50.25,65.67,0.24,0.16,10,58.82,53.43,64.71,0.44,0.18,11,64.71,55.39,72.06,0.51,0.18,11,66.99,57.77,74.27,0.6,0.19,10,67.48,59.71,78.16,0.62,0.18,10,70.33,62.2,76.56,0.67,0.18,10,73.21,63.64,79.43,0.69,0.17,11,73.93,63.98,78.67,0.56,0.18,11,68.72,60.19,76.3,0.63,0.18,11,71.56,62.56,79.15,0.6,0.19,11,70.67,63.46,79.33,0.58,0.18,11,70.19,62.98,77.4,0.58,0.19,10,69.23,64.42,78.85,0.45,0.2,9,69.23,59.62,75.96,0.42,0.2,9,67.79,59.13,75.48,0.46,0.2,9,67.31,61.54,74.52,0.36,0.21,8,63.94,52.4,73.56,0.31,0.21,8,62.98,50.48,72.12
Russian Federation,RUS,-0.43,0.27,7,32.61,21.2,54.35,-0.51,0.25,7,28.8,17.39,49.46,-0.52,0.22,8,28.8,17.39,44.02,-0.24,0.2,9,45.41,33.51,57.3,-0.15,0.17,9,51.35,37.84,57.84,-0.1,0.18,9,50.75,38.81,60.2,-0.12,0.16,9,51.47,42.16,56.37,-0.39,0.18,10,40.2,24.51,51.96,-0.26,0.19,10,47.57,30.1,55.34,-0.35,0.19,10,43.2,27.67,53.4,-0.29,0.18,10,44.5,30.14,53.11,-0.31,0.18,10,41.63,30.62,52.15,-0.31,0.17,11,41.23,30.81,52.13,-0.35,0.18,11,40.28,28.91,51.66,-0.36,0.18,11,39.34,27.96,51.66,-0.4,0.19,11,37.98,26.92,49.52,-0.56,0.18,11,31.73,21.15,44.71,-0.43,0.19,10,36.06,23.56,49.04,-0.51,0.2,9,31.73,19.71,44.23,-0.55,0.2,9,30.77,16.35,44.23,-0.46,0.2,9,35.1,20.19,46.63,-0.47,0.21,8,37.02,21.15,45.67,-0.53,0.22,7,32.69,17.79,46.15
Rwanda,RWA,-1.34,0.36,2,9.24,1.63,23.37,-1.35,0.39,2,9.24,2.72,22.83,-1.36,0.37,2,9.24,2.72,21.74,-0.95,0.28,3,18.92,5.95,36.76,-0.86,0.23,3,20,9.73,35.68,-0.68,0.2,5,25.37,15.92,41.79,-1,0.16,6,17.16,9.8,24.51,-0.69,0.17,7,24.51,17.65,38.73,-0.69,0.17,7,24.76,17.96,36.89,-0.53,0.16,7,33.01,21.36,46.6,-0.34,0.17,7,40.19,29.67,51.67,-0.24,0.16,8,45.45,33.01,53.11,-0.18,0.16,8,46.92,35.07,54.98,-0.13,0.18,9,48.34,36.49,56.4,-0.03,0.18,9,52.61,41.23,61.14,0.19,0.18,9,60.1,49.04,67.79,0.16,0.17,9,58.65,49.04,66.83,0.02,0.18,9,54.81,43.27,65.38,0.1,0.18,9,58.65,44.23,66.83,0.05,0.17,9,58.17,44.23,64.42,0,0.18,9,54.33,43.27,63.46,0.01,0.19,8,52.4,40.38,62.5,0.07,0.17,9,54.33,45.19,64.42
Samoa,WSM,0.03,0.36,2,57.07,25.54,69.57,0.04,0.39,2,53.8,26.63,70.65,0.02,0.37,2,55.43,26.63,69.57,-0.03,0.37,1,54.59,28.65,68.11,-0.05,0.28,1,55.14,34.59,64.32,-0.01,0.32,1,53.73,30.35,66.17,-0.05,0.2,3,52.45,42.16,60.29,-0.04,0.27,3,53.43,34.31,63.24,-0.08,0.28,3,51.94,30.58,62.14,-0.3,0.23,4,45.63,26.7,53.88,-0.24,0.22,5,45.45,29.67,55.02,-0.27,0.21,5,43.06,29.67,54.55,-0.32,0.21,5,40.76,27.96,53.55,-0.36,0.23,5,39.34,25.12,53.08,-0.27,0.24,5,44.55,27.49,54.98,-0.21,0.29,4,47.6,28.37,61.54,-0.07,0.27,4,50.96,33.65,65.38,-0.12,0.29,4,50,28.37,66.35,-0.06,0.29,4,50.48,31.25,66.83,-0.08,0.3,4,49.04,29.81,65.87,-0.21,0.31,4,44.71,24.52,64.42,-0.15,0.34,4,45.67,25.96,64.9,-0.17,0.33,4,46.63,25.96,64.9
Saudi Arabia,SAU,-0.31,0.31,4,41.3,22.83,61.96,-0.29,0.33,4,39.67,20.65,61.41,-0.12,0.31,4,50,26.09,65.22,-0.07,0.22,6,53.51,37.84,61.62,0.08,0.2,5,57.3,48.65,64.32,0.04,0.21,5,56.22,44.28,63.68,0.11,0.17,5,56.37,50.49,61.76,-0.05,0.21,6,52.94,40.2,59.31,0.02,0.21,7,53.4,41.26,61.65,0.12,0.21,7,56.31,47.57,65.05,0.16,0.2,7,56.94,48.33,65.07,0.16,0.2,7,56.46,46.89,66.51,0.02,0.21,6,54.03,40.76,62.09,0.1,0.23,7,55.45,42.65,67.3,0.08,0.22,7,54.5,43.6,65.4,-0.01,0.23,7,52.4,37.98,65.38,0.02,0.22,7,52.4,42.31,65.87,0.08,0.22,8,57.21,43.27,66.83,0,0.21,8,53.85,39.42,66.35,-0.08,0.21,8,49.52,36.06,63.46,-0.07,0.21,8,49.52,36.54,62.98,0.26,0.23,7,61.06,47.6,72.6,0.34,0.22,7,63.94,50.48,72.12
Sudan,SDN,-1.36,0.31,4,8.7,1.63,21.2,-1.3,0.33,4,10.87,3.26,22.28,-1.39,0.33,3,8.7,2.72,19.02,-1.28,0.24,4,9.73,3.24,18.92,-1.42,0.2,4,7.57,1.62,14.59,-1.2,0.18,6,10.45,5.97,18.91,-1.38,0.15,7,7.35,2.94,12.25,-1.2,0.17,7,10.78,5.39,19.12,-1.32,0.17,7,8.25,3.88,16.5,-1.44,0.17,7,5.34,2.43,11.17,-1.27,0.16,8,7.18,4.31,15.79,-1.34,0.16,8,6.7,3.35,13.88,-1.32,0.16,8,8.53,3.32,14.69,-1.48,0.18,9,5.69,2.37,10.9,-1.46,0.18,9,6.64,1.9,10.9,-1.45,0.18,9,5.77,2.4,10.1,-1.48,0.17,9,4.81,2.4,10.1,-1.48,0.17,9,5.77,2.88,10.1,-1.57,0.17,9,3.85,2.88,8.65,-1.62,0.17,9,4.33,2.88,7.69,-1.65,0.17,9,4.81,2.88,6.73,-1.55,0.18,8,5.29,3.37,9.62,-1.47,0.16,9,5.77,3.37,9.62
Senegal,SEN,-0.13,0.31,4,50,25,64.67,-0.17,0.33,4,45.65,22.83,64.67,-0.19,0.31,4,41.85,23.91,63.59,-0.27,0.23,5,42.7,28.11,57.3,-0.31,0.19,6,45.41,27.57,55.68,-0.32,0.18,7,44.28,28.36,52.74,-0.26,0.15,8,47.55,34.31,53.43,-0.37,0.16,9,41.18,26.47,51.47,-0.4,0.16,10,37.86,25.24,50,-0.35,0.16,10,43.69,29.13,51.94,-0.32,0.15,10,41.15,30.62,51.67,-0.32,0.15,10,41.15,31.58,51.67,-0.25,0.15,11,43.6,33.18,53.55,-0.11,0.17,11,50.24,38.39,56.4,-0.07,0.17,11,51.18,40.28,58.29,-0.26,0.17,11,44.71,31.73,52.88,-0.21,0.16,11,46.15,35.58,53.37,-0.2,0.16,11,46.15,34.13,56.25,-0.18,0.16,11,45.19,34.13,57.69,-0.14,0.16,11,47.12,36.06,61.06,-0.16,0.16,11,46.63,36.54,59.62,-0.28,0.17,10,41.83,30.77,50.48,-0.31,0.16,10,41.83,31.25,50.48
Singapore,SGP,2.18,0.28,6,100,96.74,100,2.15,0.27,6,100,96.2,100,2.07,0.23,6,100,94.57,100,1.89,0.21,7,100,92.97,100,1.79,0.18,7,98.38,90.27,100,1.76,0.19,7,98.01,90.05,100,1.75,0.16,7,99.51,90.69,100,1.75,0.19,8,98.04,91.67,100,1.81,0.2,8,98.06,91.26,100,1.87,0.2,8,98.54,93.2,100,1.78,0.19,8,97.61,92.34,100,1.78,0.2,8,98.09,92.34,100,1.78,0.19,9,96.68,91.94,100,1.96,0.2,9,100,94.31,100,1.96,0.2,9,100,94.31,100,2.23,0.21,9,100,98.56,100,2.26,0.2,9,100,99.04,100,2.18,0.2,9,100,96.63,100,2.11,0.2,9,99.52,95.19,100,2.13,0.2,9,99.52,97.12,100,2.16,0.2,9,100,97.12,100,2.21,0.21,8,100,99.04,100,2.23,0.21,8,100,98.56,100
Solomon Islands,SLB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.95,0.32,1,17.91,6.47,38.81,-0.98,0.2,3,18.63,9.31,25.49,-1.11,0.27,3,14.22,4.41,25,-1.14,0.27,4,12.14,3.88,24.27,-1.19,0.22,5,10.68,3.4,20.39,-1.22,0.22,5,9.09,3.83,22.01,-1.2,0.21,5,9.57,4.78,20.1,-1.06,0.21,5,14.22,7.11,26.07,-1.04,0.23,5,15.64,7.11,27.96,-1.11,0.24,5,14.22,5.21,25.59,-1.1,0.27,5,12.02,4.33,28.37,-0.96,0.26,5,16.35,5.77,32.21,-0.97,0.28,5,15.38,5.77,31.25,-0.81,0.29,4,21.63,8.17,39.9,-0.85,0.3,4,17.79,7.69,37.02,-0.85,0.31,4,17.79,7.69,39.42,-0.85,0.34,4,19.23,8.17,40.38,-0.86,0.28,5,20.19,8.17,37.5
Sierra Leone,SLE,-1.53,0.35,3,5.43,1.09,17.39,-1.49,0.38,3,7.61,1.09,20.11,-1.57,0.4,2,6.52,0,16.3,-1.35,0.26,4,7.03,2.7,18.92,-1.18,0.21,4,12.43,3.24,20.54,-1.09,0.19,6,14.43,6.97,20.9,-1.1,0.16,7,14.22,7.35,21.08,-1.14,0.17,7,13.24,6.37,20.59,-1.09,0.17,7,16.02,6.8,21.84,-0.98,0.17,7,17.48,7.77,24.27,-0.81,0.16,8,23.44,14.35,32.54,-0.76,0.16,8,24.4,17.22,33.01,-0.73,0.16,8,26.07,17.54,34.12,-0.71,0.17,11,27.01,17.54,36.02,-0.72,0.17,11,25.59,16.59,36.02,-0.82,0.17,11,24.52,11.54,31.73,-0.91,0.16,11,17.79,10.58,28.37,-0.94,0.16,10,17.31,9.62,26.92,-0.93,0.16,10,16.35,10.1,27.88,-0.9,0.16,10,15.38,10.1,28.85,-0.9,0.16,9,16.83,9.62,28.37,-0.89,0.17,9,16.83,10.58,30.77,-0.96,0.16,10,14.42,9.62,26.92
El Salvador,SLV,-0.19,0.29,5,46.74,24.46,62.5,0.08,0.33,4,54.89,29.35,70.65,-0.02,0.26,5,53.26,30.98,65.22,-0.17,0.22,6,47.03,34.05,60.54,-0.25,0.19,6,48.65,33.51,56.76,0,0.2,7,54.23,44.28,63.68,-0.26,0.17,7,48.04,31.37,53.92,-0.07,0.2,7,52.45,38.73,57.84,0.09,0.21,7,57.28,47.09,65.05,0.15,0.21,7,57.28,49.51,66.02,0.28,0.2,7,61.72,52.15,69.86,0.34,0.2,7,62.68,53.11,72.73,0.4,0.19,8,63.51,54.98,75.36,0.23,0.2,9,57.82,50.24,68.25,0.23,0.2,9,59.24,48.34,67.77,0.22,0.21,9,61.06,49.04,69.23,0.08,0.2,9,55.29,44.71,66.35,-0.04,0.21,9,52.4,39.42,65.38,-0.15,0.2,9,46.63,33.65,61.54,0,0.2,9,53.85,38.94,63.94,-0.02,0.2,9,51.44,39.42,64.42,-0.07,0.21,8,49.04,37.02,62.02,-0.34,0.2,8,40.38,26.92,50.96
San Marino,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Somalia,SOM,-2.35,0.37,2,0,0,3.26,-2.18,0.42,2,0.54,0,7.61,-2.06,0.4,2,2.17,0,7.61,-2.07,0.27,3,0,0,3.78,-2.04,0.22,3,0.54,0,2.16,-2.3,0.19,5,0.5,0,1,-2.21,0.16,5,0.49,0,1.47,-2.49,0.18,5,0,0,0.98,-2.43,0.19,5,0,0,0.97,-2.55,0.2,4,0,0,0,-2.49,0.19,5,0,0,1.44,-2.3,0.19,5,0.48,0,2.39,-2.33,0.2,5,0.47,0,1.9,-2.22,0.22,6,0.47,0,1.9,-2.21,0.22,6,0.95,0,1.9,-2.07,0.22,6,1.92,0,3.37,-2.07,0.2,6,1.44,0,2.4,-2.17,0.2,6,0.96,0,2.4,-2.18,0.2,6,0.48,0,2.88,-2.07,0.19,6,1.92,0,2.88,-2.13,0.18,7,1.92,0,2.88,-1.94,0.19,6,2.88,0,4.33,-1.82,0.19,6,3.37,0.96,4.81
São Tomé and Principe,STP,-0.65,0.39,1,25,9.78,53.8,-0.64,0.44,1,26.09,8.7,54.35,-0.66,0.42,1,25,9.24,54.89,-0.27,0.37,1,43.24,21.08,63.24,-0.54,0.28,1,34.59,17.84,52.97,-0.93,0.23,3,18.41,7.46,29.85,-0.92,0.17,4,20.1,11.27,26.96,-0.68,0.19,5,25,17.16,40.69,-0.82,0.19,5,21.84,13.59,32.52,-0.74,0.18,6,23.3,16.99,36.89,-0.77,0.2,5,23.92,12.92,34.93,-0.85,0.18,6,21.53,11.48,32.54,-0.75,0.19,6,25.12,13.27,35.55,-0.8,0.21,6,24.17,11.37,34.6,-0.81,0.21,6,23.7,11.85,34.6,-0.83,0.21,6,23.56,9.62,33.17,-0.82,0.19,6,23.56,11.54,34.62,-0.86,0.2,6,20.19,10.1,30.29,-0.88,0.2,6,17.31,9.62,30.29,-0.89,0.2,6,15.87,9.62,29.81,-0.95,0.2,6,14.9,8.65,28.37,-0.96,0.2,6,15.87,9.13,29.81,-0.93,0.2,6,16.35,9.13,30.29
Suriname,SUR,-0.54,0.35,3,26.63,13.04,55.43,-0.53,0.38,3,28.26,13.04,54.89,-0.58,0.36,3,27.17,12.5,54.35,-0.68,0.29,3,26.49,12.97,45.41,-0.58,0.24,3,31.89,18.92,48.65,-0.65,0.25,4,25.87,14.93,45.77,-0.52,0.19,4,32.84,22.06,49.02,-0.53,0.24,5,31.86,19.61,50.49,-0.59,0.27,5,27.67,16.5,50,-0.54,0.26,5,32.52,17.96,51.46,-0.61,0.23,6,29.67,16.75,45.45,-0.67,0.24,6,27.27,14.35,42.58,-0.58,0.25,6,31.28,18.01,47.87,-0.48,0.25,6,34.12,21.8,51.66,-0.45,0.25,6,36.02,22.75,52.13,-0.63,0.28,5,28.85,12.5,48.08,-0.61,0.25,5,29.81,14.42,45.67,-0.63,0.25,5,27.88,12.5,45.19,-0.54,0.25,5,31.25,15.87,47.6,-0.65,0.25,5,27.88,12.02,42.79,-0.68,0.24,5,26.92,11.54,43.27,-0.78,0.26,5,23.08,10.58,38.94,-0.7,0.26,5,26.44,12.02,41.83
Slovak Republic,SVK,0.67,0.28,6,71.2,62.5,83.7,0.5,0.27,6,65.76,54.35,78.26,0.58,0.24,7,69.02,59.24,79.35,0.9,0.2,9,75.14,68.11,84.86,0.91,0.17,9,74.59,67.57,85.41,1.08,0.18,9,80.6,74.13,88.56,1.13,0.16,9,83.33,75,90.69,1.08,0.18,9,81.37,72.55,91.18,0.97,0.19,9,79.61,71.36,86.41,1.08,0.2,9,82.04,73.79,89.32,1.05,0.18,10,80.86,73.21,87.56,1,0.18,10,79.9,73.68,85.65,1,0.17,10,79.62,74.88,86.73,1.04,0.19,10,80.09,73.46,89.57,0.93,0.19,10,78.67,70.14,86.26,0.89,0.2,10,78.85,69.23,87.02,0.78,0.2,10,75.48,67.79,81.73,0.89,0.2,9,79.33,68.75,85.1,0.82,0.21,8,76.92,70.19,83.65,0.81,0.21,8,75.96,68.27,83.65,1.01,0.21,8,79.33,73.56,88.94,0.79,0.23,7,74.52,64.9,83.65,0.87,0.21,8,77.88,69.23,85.1
Slovenia,SVN,1.09,0.31,4,83.7,69.02,95.11,1.05,0.29,5,84.78,68.48,94.02,0.67,0.22,8,70.11,63.59,81.52,0.85,0.2,9,72.97,67.03,83.24,0.88,0.17,9,73.51,66.49,83.24,0.84,0.18,9,77.11,67.66,82.59,0.88,0.16,9,75.98,68.14,83.33,0.79,0.18,9,73.04,65.2,81.37,0.8,0.19,9,74.27,66.02,83.98,0.85,0.2,9,75.24,66.02,84.47,0.91,0.18,10,77.03,70.33,85.17,0.76,0.18,10,75.12,65.55,81.34,0.69,0.18,9,74.41,63.03,79.15,0.63,0.18,11,71.56,61.61,77.25,0.62,0.18,11,70.62,62.56,78.2,0.66,0.19,11,72.12,64.42,79.33,0.62,0.18,11,71.63,64.42,78.85,0.64,0.19,10,71.63,65.38,79.81,0.58,0.2,9,71.63,63.94,78.85,0.65,0.2,9,74.04,63.94,81.25,1.01,0.2,9,79.81,74.04,88.46,0.92,0.21,8,77.4,72.12,87.5,0.83,0.21,8,75.48,68.27,84.13
Sweden,SWE,1.32,0.28,6,89.13,76.09,97.28,1.16,0.27,6,86.41,72.28,95.11,1.35,0.23,6,89.67,79.35,95.65,1.59,0.23,6,94.59,84.32,100,1.61,0.2,6,94.05,87.03,100,1.67,0.21,6,95.52,87.56,100,1.53,0.17,6,92.65,85.78,100,1.44,0.21,7,92.16,81.37,98.04,1.57,0.22,7,93.69,85.44,99.51,1.64,0.23,7,95.15,86.89,100,1.65,0.22,7,95.69,86.12,100,1.66,0.24,7,95.22,85.17,100,1.89,0.22,8,99.05,92.42,100,1.9,0.23,8,99.05,91.94,100,1.9,0.22,8,99.05,91.94,100,1.81,0.23,8,96.63,90.38,99.52,1.81,0.22,8,97.12,91.83,99.04,1.85,0.23,8,97.12,91.35,100,1.8,0.22,8,95.67,90.87,99.52,1.83,0.22,8,97.6,90.38,99.52,1.8,0.22,8,96.63,90.38,100,1.69,0.23,7,95.19,87.5,99.52,1.75,0.23,7,96.15,89.42,99.52
Eswatini,SWZ,-0.27,0.36,2,44.57,21.2,64.13,-0.18,0.39,2,44.02,21.2,64.67,-0.19,0.37,2,42.39,20.65,65.22,-0.26,0.34,2,44.32,21.08,62.16,-0.28,0.26,2,47.57,24.32,57.84,-0.53,0.28,3,30.35,16.92,52.74,-0.43,0.2,3,39.22,23.53,51.47,-0.36,0.25,4,41.67,21.57,54.41,-0.57,0.28,4,29.61,16.5,50.97,-0.44,0.26,4,37.38,20.39,53.4,-0.37,0.26,4,38.76,23.44,54.55,-0.4,0.26,5,37.8,22.49,53.59,-0.41,0.26,5,36.02,22.27,53.55,-0.3,0.26,5,42.18,25.12,55.45,-0.15,0.26,5,46.92,30.81,61.14,-0.22,0.27,5,47.12,28.37,61.06,-0.24,0.27,5,45.19,28.37,60.1,-0.25,0.3,4,44.23,23.56,62.98,-0.24,0.3,4,43.27,25,63.46,-0.49,0.25,5,33.65,15.38,48.56,-0.51,0.25,5,32.69,16.35,49.04,-0.47,0.27,4,35.1,15.87,50,-0.58,0.24,5,30.77,13.94,45.67
Seychelles,SYC,0.31,0.39,1,63.59,38.59,77.17,0.3,0.44,1,61.96,32.07,83.7,0.28,0.42,1,63.59,34.24,79.35,0.46,0.37,1,65.41,49.19,80.54,0.68,0.28,1,70.81,61.62,81.62,-0.17,0.26,3,48.26,28.86,61.69,0.45,0.2,3,63.24,56.37,71.08,0.19,0.27,3,56.37,48.04,70.1,0.01,0.3,3,52.91,33.98,66.5,-0.05,0.29,3,53.4,33.5,64.08,-0.01,0.26,4,52.63,34.93,63.64,-0.02,0.27,4,52.63,34.93,64.59,-0.08,0.27,4,51.66,33.18,62.09,-0.13,0.26,5,47.87,30.81,60.66,-0.11,0.26,5,48.34,32.23,62.09,-0.27,0.27,5,44.23,26.92,59.13,0.15,0.27,5,57.21,44.71,70.19,-0.08,0.3,4,51.44,29.33,66.83,0.02,0.28,5,55.77,34.62,70.19,0.03,0.28,5,56.25,36.06,68.75,0.04,0.28,5,57.69,36.54,68.75,0.04,0.31,4,54.33,37.02,70.19,0.02,0.33,3,52.88,32.69,71.63
Syrian Arab Republic,SYR,-1.07,0.31,4,14.67,4.89,25.54,-1.25,0.33,4,11.96,3.26,23.91,-1.26,0.31,4,10.87,4.35,21.74,-1.02,0.23,5,16.22,5.95,28.11,-1.06,0.2,5,15.68,7.57,22.7,-1.1,0.2,6,13.93,6.47,20.9,-0.99,0.17,6,18.14,9.8,24.51,-1.34,0.2,7,8.33,2.94,17.16,-1.33,0.21,8,7.28,2.91,16.5,-1.14,0.2,8,13.59,3.88,21.36,-0.92,0.19,8,20.57,8.13,29.67,-0.86,0.19,8,21.05,10.05,32.54,-0.95,0.19,8,19.91,8.53,28.91,-1.53,0.22,7,4.74,1.42,10.9,-1.55,0.21,7,3.79,1.42,9.95,-1.68,0.22,7,3.85,1.92,7.69,-1.64,0.22,7,3.85,1.92,6.73,-1.67,0.25,5,3.85,1.92,7.69,-1.83,0.23,5,3.37,0,6.25,-1.74,0.23,5,3.37,1.44,7.69,-1.76,0.23,5,3.37,1.44,6.73,-1.87,0.25,5,3.37,0,7.21,-1.63,0.24,5,4.33,1.44,9.62
Chad,TCD,-1.23,0.36,2,10.33,2.17,25,-1.2,0.39,2,13.04,3.26,27.17,-1.21,0.37,2,11.96,3.26,26.63,-1.03,0.28,3,15.14,5.41,33.51,-1.05,0.22,4,16.22,7.57,24.86,-0.83,0.2,6,20.4,12.44,32.34,-1.2,0.16,7,11.27,6.37,19.12,-1.08,0.16,9,15.2,7.35,21.57,-1.12,0.16,9,14.08,6.8,19.9,-1.15,0.16,9,12.14,5.34,19.42,-1.07,0.16,9,13.4,6.22,22.97,-1.08,0.15,9,14.35,6.7,22.49,-1.04,0.16,9,15.17,8.53,23.7,-1.07,0.18,9,13.74,7.58,24.64,-1.01,0.18,9,16.59,8.53,25.59,-1.16,0.18,9,10.1,4.81,21.63,-1.2,0.17,9,10.1,4.33,16.35,-1.17,0.18,9,10.58,5.77,17.79,-1.21,0.18,9,9.62,4.81,16.35,-1.11,0.17,9,11.06,6.25,18.75,-1.11,0.18,9,11.06,6.73,18.75,-1.11,0.19,8,11.06,7.69,21.15,-1.15,0.18,8,10.58,5.77,20.19
Togo,TGO,-0.39,0.37,2,36.96,16.3,62.5,-0.67,0.38,3,25,10.87,52.17,-0.83,0.36,3,19.57,7.61,40.76,-0.79,0.26,4,21.62,11.89,40.54,-0.69,0.21,4,25.41,16.76,43.24,-0.86,0.19,6,19.9,12.44,29.85,-0.84,0.16,7,22.06,14.71,29.41,-0.92,0.17,8,19.61,10.78,26.47,-0.98,0.16,8,17.96,9.22,23.79,-0.97,0.16,8,17.96,8.74,24.27,-0.88,0.16,8,21.05,12.44,29.67,-0.89,0.15,9,19.62,11.48,27.27,-1.02,0.16,9,16.11,8.53,24.17,-0.86,0.18,9,22.27,11.37,30.81,-0.94,0.18,9,18.96,9.48,28.91,-0.85,0.18,9,22.6,10.1,31.73,-0.84,0.17,9,22.12,12.5,30.77,-0.82,0.17,9,21.63,10.58,30.29,-0.82,0.17,9,20.67,10.58,31.25,-0.69,0.17,9,26.44,14.9,36.06,-0.73,0.17,9,24.04,12.5,35.1,-0.65,0.18,8,29.81,15.87,38.94,-0.63,0.16,9,28.37,17.79,39.9
Thailand,THA,0.06,0.28,6,57.61,36.41,65.76,0.11,0.27,6,55.43,35.87,68.48,0.48,0.23,6,65.76,58.15,77.72,0.14,0.21,7,58.38,45.41,65.41,0.36,0.18,7,63.78,56.76,68.11,0.22,0.19,8,61.19,51.24,66.67,0.45,0.16,8,63.73,58.33,70.59,0.23,0.19,9,57.84,51.96,66.18,0.09,0.2,9,56.8,48.06,64.08,0.11,0.19,9,55.34,48.54,64.08,0.12,0.19,9,55.5,47.37,63.64,0.06,0.19,9,54.55,44.98,63.64,0.09,0.18,10,55.45,46.45,62.09,0.14,0.19,10,55.92,46.45,66.35,0.13,0.19,10,55.92,45.97,65.4,0.17,0.2,10,57.21,48.56,67.79,0.21,0.19,10,61.06,49.04,67.79,0.06,0.2,10,56.25,43.75,66.35,0.02,0.2,9,54.81,40.87,66.35,-0.03,0.2,9,50.96,37.5,63.46,-0.01,0.2,9,52.4,39.42,64.42,0.08,0.21,8,55.77,41.83,64.9,0.09,0.21,8,56.73,43.75,66.83
